205.768 192.415 -15.715
187.964 180.861 -1.560
180.534 185.422 -3.489
195.939 155.051 -11.488
164.254 210.876 -11.652
207.614 167.500 -24.287
191.075 209.329 -35.048
189.939 221.081 -7.603
203.503 186.825 -16.728
195.695 154.907 -10.242
184.262 198.409 -20.206
186.500 226.850 -10.059
197.942 181.291 -15.593
169.909 180.491 -17.164
184.299 151.288 -2.740
224.364 201.820 -2.244
174.910 197.223 -5.641
216.277 214.551 -2.112
187.448 201.364 -29.748
189.854 193.592 -35.279
177.282 187.348 -25.490
171.046 186.261 -22.476
220.079 201.101 -6.455
188.813 179.855 -2.082
185.867 200.002 -26.238
204.982 186.343 -16.442
184.888 196.977 -19.800
190.695 195.052 -34.948
197.569 209.023 -35.198
170.483 218.655 -22.378
186.173 201.910 -29.521
220.638 208.865 -17.491
170.593 179.309 -17.486
187.374 186.165 -35.356
208.059 181.153 -30.403
168.853 197.922 -23.452
206.208 191.537 -14.945
207.654 168.258 -22.967
186.016 185.836 -34.804
212.761 215.106 -18.039
182.159 204.383 -17.974
194.168 224.109 -5.823
207.279 181.959 -29.047
208.474 192.199 -35.226
166.531 190.424 -2.340
231.004 186.217 -10.252
207.176 185.113 -12.288
199.255 188.396 -15.544
207.284 191.613 -34.431
196.511 156.018 -9.558
218.606 207.953 -23.952
186.347 234.004 -17.498
205.728 216.172 -35.690
167.233 196.501 -5.590
166.345 201.119 -2.420
183.069 203.584 -17.939
191.875 183.609 -8.142
182.224 207.300 -15.724
194.112 222.598 -5.695
182.280 190.999 -8.118
179.749 205.458 -7.161
166.749 198.850 -2.583
190.993 145.704 -0.827
207.483 194.658 -38.847
180.313 193.928 -28.413
187.323 181.848 -2.400
217.555 194.903 -16.351
202.029 187.613 -28.681
178.916 201.302 -10.386
177.139 192.139 -32.625
183.593 191.451 -8.660
192.657 231.235 -10.510
176.680 205.422 -28.537
202.988 222.820 -19.652
208.857 228.986 -9.291
173.635 197.950 -4.768
184.625 175.137 -9.494
181.978 186.785 -3.636
217.564 226.217 -15.360
192.947 222.644 -4.699
170.333 219.770 -21.260
166.427 195.893 -6.928
231.815 186.335 -11.458
202.416 186.961 -26.631
194.148 155.066 -10.222
219.276 199.972 -5.768
215.572 200.201 -4.986
214.338 229.801 -10.545
202.381 193.031 -38.679
185.747 192.058 -26.711
227.380 186.435 -4.199
197.453 188.987 -37.401
208.400 193.968 -38.047
198.608 188.291 -37.218
188.182 192.757 -31.258
200.382 188.540 -14.782
195.701 228.983 -14.134
212.738 154.526 -8.734
232.571 173.470 -6.076
208.728 194.839 -37.096
199.070 186.520 -15.963
173.918 174.354 -1.094
224.213 213.850 -6.142
168.058 198.332 -22.381
176.462 215.225 -26.096
169.377 203.259 -11.914
181.179 206.878 -14.916
217.336 216.387 -1.922
165.942 181.472 -8.899
216.229 195.345 -17.116
176.284 175.623 -17.800
192.841 198.203 -32.024
179.642 201.808 -32.015
175.317 215.135 -27.172
194.246 156.217 -9.467
177.571 217.530 -16.164
186.000 224.592 -32.451
185.300 234.067 -18.299
171.013 225.944 -13.236
192.904 232.516 -11.251
222.249 225.474 -3.182
174.900 185.113 -11.096
184.090 170.126 -13.435
186.476 220.944 -34.983
182.907 208.282 -25.169
188.453 192.622 -32.897
201.387 169.604 -25.579
231.648 171.851 -4.356
213.586 229.933 -12.023
178.253 202.285 -31.747
204.584 238.239 -2.498
181.517 186.747 -2.179
210.457 212.815 -19.842
189.651 221.828 -26.251
203.644 217.145 -30.727
171.093 180.977 -16.352
215.328 169.113 -21.770
205.691 176.779 -6.599
165.639 181.775 -10.123
188.365 180.610 -25.846
202.754 231.234 -23.450
231.384 187.567 -4.014
202.548 192.228 -37.714
208.753 192.427 -20.044
199.574 181.735 -2.450
185.310 220.686 -21.760
225.717 212.576 -11.455
194.316 185.220 -33.273
176.178 174.190 -17.463
183.971 203.657 -18.879
227.031 187.769 -5.072
204.656 221.034 -34.621
199.013 221.252 -10.331
177.632 196.282 -22.355
187.469 200.184 -30.191
188.981 219.185 -31.968
172.052 226.912 -12.811
175.093 227.105 -6.549
191.914 197.096 -31.938
184.905 225.985 -30.341
228.315 193.449 -7.542
185.911 228.406 -10.684
174.844 195.759 -5.490
190.863 184.525 -35.225
184.331 223.381 -2.568
205.356 204.202 -37.463
179.607 208.956 -34.995
179.692 183.063 -28.213
188.962 228.317 -15.008
179.185 184.479 -28.523
206.827 176.874 -5.398
208.485 180.428 -28.753
203.822 191.649 -37.812
189.464 225.241 -8.045
171.777 179.795 -16.674
190.225 179.655 -9.460
204.198 204.892 -37.511
177.976 191.491 -33.365
188.315 193.927 -26.841
213.578 190.707 -35.585
176.633 177.036 -15.937
186.784 189.946 -5.923
178.473 183.894 -29.372
193.420 212.996 -37.526
166.595 190.926 -3.816
188.212 183.686 -10.052
168.464 204.194 -10.932
212.741 227.159 -12.453
199.764 185.151 -15.096
213.569 218.138 -2.237
230.616 186.205 -12.083
172.439 225.199 -18.055
173.659 185.691 -11.779
209.162 223.770 -30.148
189.364 184.632 -9.856
176.997 155.901 -3.231
210.171 192.716 -19.882
165.148 215.610 -11.471
227.386 194.731 -6.705
208.321 193.857 -20.470
206.561 238.293 -1.310
189.612 218.881 -37.841
205.910 238.984 -0.989
185.474 186.436 -35.793
168.683 164.782 -4.858
167.086 194.991 -5.353
169.010 158.909 -3.531
203.817 203.361 -31.959
179.689 194.616 -14.280
178.086 221.387 -31.633
228.322 185.875 -5.451
192.870 184.940 -33.260
191.283 219.782 -13.220
164.770 218.675 -1.452
209.630 213.368 -21.123
225.392 213.178 -5.694
225.649 213.877 -10.813
178.980 182.478 -29.062
214.289 189.894 -36.040
230.409 205.665 -1.737
177.412 168.880 -14.616
165.523 210.759 -16.712
212.942 227.086 -5.914
176.639 206.444 -29.446
190.883 218.664 -37.081
223.521 207.170 -9.081
205.873 181.776 -29.727
203.358 230.058 -17.809
230.709 186.873 -5.324
213.854 166.116 -21.436
186.203 234.788 -16.031
181.211 209.489 -32.094
198.642 221.748 -11.429
