4896
240.668 231.788 -43.0314 2
241.492 231.531 -43.1247 2
241.594 230.668 -42.048 2
240.214 231.552 -42.0044 2
240.593 232.337 -43.0261 2
241.403 232.289 -43.1304 2
239.984 232.854 -41.983 2
242.419 231.465 -43.0054 2
243.389 230.848 -41.9212 2
242.236 232.043 -43.0278 2
241.377 233.094 -42.0728 2
242.739 232.273 -42.0176 2
240.695 230.153 -40.7933 2
238.951 231.011 -40.0203 2
238.339 233.029 -40.4451 2
243.747 229.326 -41.1289 2
242.322 229.57 -41.206 2
241.662 229.009 -39.8213 2
239.774 233.988 -41.2081 2
240.726 234.005 -41.2418 2
238.751 234.76 -39.8158 2
242.083 233.617 -40.8458 2
243.737 232.914 -40.1286 2
241.074 234.539 -39.8795 2
244.973 230.113 -41.1037 2
245.075 229.178 -40.9031 2
244.506 231.407 -40.7945 2
246.186 230.405 -39.8383 2
244.048 228.042 -39.5967 2
246.281 228.288 -39.8009 2
241.401 228.116 -37.5877 2
239.505 229.076 -37.4746 2
239.993 229.615 -39.2142 2
243.275 227.214 -37.6962 2
246.904 226.293 -38.785 2
245.245 226.747 -38.7076 2
244.823 226.109 -37.2662 2
245.512 231.975 -39.2561 2
248.945 227.718 -38.9137 2
249.268 225.393 -38.6704 2
248.119 229.479 -38.8343 2
247.268 231.065 -38.3018 2
249.004 230.203 -37.2822 2
246.412 232.427 -37.4647 2
237.92 230.182 -37.8037 2
235.771 231.209 -37.4647 2
236.837 231.829 -39.0531 2
235.836 233.372 -39.3245 2
235.89 235.502 -39.1245 2
242.668 234.161 -39.2649 2
244.584 233.615 -37.8302 2
243.051 234.703 -37.4896 2
236.768 236.533 -38.1173 2
238.736 236.271 -37.6975 2
241.057 235.549 -37.594 2
252.617 221.564 -38.0277 2
253.571 221.498 -38.0793 2
254.542 220.415 -37.1647 2
252.349 220.504 -36.8505 2
251.855 222.96 -38.3898 2
253.386 222.759 -38.2517 2
251.252 222.022 -37.6377 2
254.667 222.513 -37.3602 2
249.555 222.798 -37.0593 2
250.237 223.671 -38.263 2
251.588 225.048 -38.4902 2
253.129 224.201 -38.1272 2
254.13 224.755 -36.9112 2
255.053 217.94 -36.1174 2
253.424 218.726 -36.0209 2
252.978 218.005 -34.5684 2
251.662 219.499 -34.7804 2
250.222 220.757 -34.6965 2
250.679 221.289 -36.3446 2
256.859 219.959 -36.2825 2
256.975 217.789 -36.112 2
256.255 222.133 -36.2426 2
255.65 223.712 -36.0579 2
248.537 224.347 -37.8192 2
246.798 224.944 -37.224 2
250.808 226.814 -38.3732 2
252.545 225.836 -37.692 2
251.674 227.579 -37.0981 2
248.856 222.101 -34.8736 2
247.314 223.284 -34.792 2
247.868 223.64 -36.4728 2
253.267 226.49 -36.3728 2
254.944 225.482 -34.7884 2
256.247 224.058 -34.5392 2
253.747 226.95 -34.704 2
245.925 224.497 -35.152 2
244.039 225.696 -35.0214 2
242.85 226.751 -35.9707 2
241.243 227.381 -35.0495 2
249.941 228.547 -37.9147 2
250.662 229.205 -36.4837 2
252.382 228.254 -34.8761 2
251.105 229.638 -34.7519 2
238.824 228.648 -35.0247 2
237.507 229.617 -35.9752 2
235.779 230.118 -34.9708 2
247.956 231.681 -36.5849 2
249.665 230.868 -34.922 2
248.25 232.18 -34.7724 2
234.896 232.43 -38.3584 2
233.044 232.769 -37.9678 2
233.233 234.039 -38.9213 2
233.192 235.654 -39.0898 2
233.214 230.917 -34.7595 2
233.399 231.682 -36.734 2
244.953 234.126 -35.9811 2
246.442 233.449 -34.9739 2
243.709 235.128 -35.0217 2
228.951 234.699 -38.4044 2
230.851 234.379 -38.6069 2
230.619 233.061 -37.3842 2
228.004 233.94 -37.3512 2
228.098 235.859 -38.663 2
230.662 235.808 -38.9487 2
227.13 235.072 -38.066 2
225.439 235.445 -37.6453 2
225.879 236.344 -38.3549 2
225.931 237.339 -38.1927 2
228.108 237.258 -38.3958 2
230.561 237.19 -38.52 2
232.942 237.043 -38.5322 2
227.844 232.795 -35.6218 2
225.498 233.181 -34.6799 2
225.654 234.299 -36.592 2
229.696 232.422 -36.0058 2
231.551 232.041 -36.3913 2
230.661 231.58 -34.7759 2
234.848 236.817 -38.4489 2
235.613 237.587 -37.1647 2
237.57 237.285 -36.6331 2
239.439 236.842 -35.8851 2
241.242 236.332 -35.0165 2
238.239 237.75 -34.7688 2
224.464 236.604 -37.9388 2
223.452 236.11 -36.8134 2
224.506 237.261 -37.8929 2
223.577 237.64 -36.7946 2
225.659 238.194 -37.1596 2
228.033 238.337 -37.3177 2
223.955 234.85 -36.1389 2
223.075 234.32 -34.5639 2
222.275 235.526 -35.3728 2
220.672 236.283 -34.2998 2
221.843 236.647 -35.8379 2
