845
222.135 178.087 -11.2834 2
222.459 178.08 -11.3259 2
222.82 177.744 -10.4897 2
221.97 177.771 -10.3853 2
222.141 178.492 -11.3084 2
222.456 178.492 -11.378 2
221.996 178.83 -10.4303 2
222.801 178.836 -10.6604 2
222.595 176.882 -9.86882 2
222.079 176.921 -9.82902 2
221.808 176.533 -8.69766 2
221.12 177.563 -8.83918 2
221.139 179.048 -8.85043 2
223.286 177.165 -9.50473 2
222.855 176.417 -8.75745 2
223.592 178.102 -9.93222 2
223.917 177.657 -8.83495 2
223.645 178.989 -9.94777 2
222.225 179.749 -9.871 2
222.915 179.852 -9.92102 2
221.873 180.162 -8.70348 2
223.559 179.767 -9.69449 2
222.695 175.623 -6.86893 2
221.383 175.829 -6.887 2
220.79 176.874 -7.61271 2
223.635 176.697 -8.27563 2
223.72 176.441 -6.99013 2
220.244 177.517 -6.91821 2
220.44 177.892 -8.01645 2
220.446 178.693 -8.0194 2
220.255 179.064 -6.91961 2
220.819 179.728 -7.62284 2
221.465 180.816 -6.90476 2
224.066 179.003 -8.76879 2
223.728 180.053 -8.68321 2
224.198 177.654 -7.16394 2
224.256 179.124 -7.17253 2
223.819 180.433 -7.11221 2
222.889 180.476 -8.69521 2
222.852 181.181 -6.97922 2
222.294 174.898 -6.09685 2
221.77 174.962 -6.10081 2
221.727 174.855 -5.31513 2
221.152 175.565 -5.45276 2
220.432 176.39 -5.42033 2
220.528 176.452 -6.40705 2
222.94 175.494 -5.49717 2
222.342 174.826 -5.32291 2
223.736 176.386 -5.61792 2
224.133 177.675 -5.63312 2
224.17 179.264 -5.60565 2
220.121 177.572 -5.50494 2
220.131 179.003 -5.49899 2
220.56 180.143 -6.40833 2
220.47 180.193 -5.40147 2
223.836 180.867 -5.53048 2
221.258 181.045 -5.41458 2
221.961 181.689 -6.10227 2
222.58 181.814 -6.12117 2
222.001 181.792 -5.26735 2
223.285 181.505 -5.88707 2
222.896 181.919 -5.27091 2
222.28 175.032 -4.68945 2
221.792 175.043 -4.6848 2
221.462 175.939 -4.50126 2
