906
169.06 122.311 -25.3302 2
169.343 122.303 -25.3033 2
169.639 122.151 -24.4654 2
168.926 122.189 -24.562 2
169.05 122.583 -25.3032 2
169.356 122.596 -25.3013 2
168.884 122.855 -24.4657 2
169.708 122.921 -24.4917 2
169.674 121.348 -22.9911 2
168.283 121.606 -23.1162 2
167.982 122.85 -23.0034 2
170.379 122.251 -23.9338 2
170.729 121.994 -22.8414 2
170.442 122.739 -23.9641 2
168.997 123.526 -23.93 2
169.524 123.585 -23.9426 2
168.713 123.757 -22.8587 2
170.229 123.373 -23.5906 2
170.915 123.016 -22.9434 2
169.861 123.93 -22.8881 2
168.084 120.508 -22.0714 2
167.078 120.592 -21.7569 2
167.002 121.441 -22.1604 2
169.152 120.528 -22.1058 2
166.983 122.394 -22.1313 2
170.338 120.905 -21.7105 2
169.628 120.105 -20.8628 2
171.473 121.545 -20.9615 2
166.271 122.823 -20.8405 2
167.401 123.373 -21.7476 2
168.17 124.186 -21.1087 2
170.818 123.791 -22.3374 2
171.734 122.966 -21.3226 2
171.369 124.077 -20.8363 2
169.857 124.443 -21.0826 2
167.984 119.803 -20.7179 2
166.427 120.159 -20.5763 2
166.086 121.386 -21.0399 2
166.143 119.154 -18.8015 2
164.915 119.988 -18.6622 2
165.354 120.39 -19.8939 2
165.146 121.271 -20.0543 2
167.899 118.933 -18.8815 2
169.608 119.4 -18.9639 2
165.244 122.216 -20.0059 2
170.798 120.484 -20.3152 2
170.985 120.102 -18.8667 2
164.721 122.472 -18.803 2
165.594 123.387 -19.1483 2
166.94 123.867 -20.3738 2
166.599 124.281 -18.9544 2
171.991 121.076 -18.9574 2
172.445 122.198 -20.0408 2
172.761 122.065 -18.7395 2
172.563 123.074 -20.1234 2
172.344 123.851 -19.9967 2
168.138 124.859 -19.0871 2
169.87 125.035 -19.1662 2
171.45 124.763 -18.9705 2
172.549 124.125 -18.7286 2
164.501 121.211 -18.7769 2
165.374 118.836 -17.4891 2
164.168 119.535 -16.7543 2
163.777 121.212 -17.1886 2
167.334 118.343 -17.9079 2
166.463 118.421 -17.8857 2
166.034 118.176 -16.6608 2
164.019 122.933 -16.956 2
168.443 118.518 -17.5727 2
167.659 118.067 -16.6843 2
169.692 118.854 -16.9587 2
171.146 119.807 -16.9768 2
172.222 120.858 -16.9945 2
172.957 121.997 -16.9431 2
165.124 123.715 -17.7472 2
165.961 124.644 -17.0077 2
172.955 123.146 -18.7114 2
173.165 123.23 -16.9252 2
172.72 124.411 -16.9192 2
168.001 125.518 -16.9125 2
169.87 125.635 -17.289 2
171.536 125.391 -16.8725 2
166.016 117.768 -14.7722 2
164.646 118.185 -14.6629 2
164.87 118.499 -16.0958 2
167.571 117.728 -14.7778 2
168.825 118.215 -16.1627 2
168.95 118.054 -14.6858 2
163.594 119.024 -14.781 2
162.698 120.016 -14.5196 2
163.132 120.202 -15.8242 2
162.924 121.26 -15.9351 2
163.038 122.378 -15.8917 2
170.131 118.752 -14.8776 2
171.338 119.693 -14.9319 2
172.353 120.779 -14.9464 2
173.077 121.991 -14.9357 2
162.552 122.855 -14.5447 2
163.445 123.472 -15.467 2
164.606 124.078 -16.2763 2
164.049 124.444 -14.7402 2
173.326 123.329 -14.9307 2
172.983 124.645 -14.9467 2
165.697 125.268 -14.9736 2
167.281 125.901 -15.0555 2
168.803 126.15 -15.8962 2
169.921 126.22 -15.9725 2
168.49 126.408 -14.6083 2
170.974 126.082 -15.8819 2
172.154 125.61 -15.0232 2
171.249 126.292 -14.5903 2
165.912 117.553 -12.796 2
164.371 117.97 -12.8084 2
163.214 118.747 -12.9691 2
167.538 117.553 -12.7907 2
162.217 119.775 -12.7198 2
169.016 117.953 -12.7754 2
170.287 118.695 -12.8222 2
171.439 119.651 -12.8454 2
162.299 121.331 -14.4715 2
161.52 121.257 -12.5648 2
161.628 122.935 -12.5418 2
172.428 120.76 -12.8493 2
173.171 122.017 -12.8369 2
162.938 123.921 -13.9947 2
162.513 124.229 -12.5337 2
173.477 123.459 -12.8138 2
173.16 125.03 -12.7977 2
163.904 125.119 -12.8028 2
165.606 125.87 -13.0075 2
166.949 126.187 -13.6202 2
167.95 126.66 -12.7596 2
172.427 125.784 -13.537 2
171.654 126.47 -12.7086 2
169.918 126.553 -14.5253 2
169.884 126.826 -12.682 2
165.758 117.427 -10.7217 2
163.895 117.853 -10.7113 2
162.911 118.558 -11.456 2
167.495 117.467 -10.7282 2
161.771 119.319 -10.6396 2
169.03 117.908 -10.73 2
170.332 118.674 -10.7415 2
171.479 119.641 -10.7466 2
161.154 120.601 -11.2111 2
160.452 121.33 -10.2619 2
160.821 121.712 -11.5358 2
160.856 122.554 -11.529 2
172.482 120.756 -10.7372 2
173.291 122.023 -10.6994 2
160.493 122.925 -10.256 2
